Province,Region,alternative_name,Transportation_Type,Date,Value
Ontario,Ontario,,driving,2020-02-05,102.16
Alberta,Alberta,,driving,2020-01-14,102.14
Alberta,Edmonton,,walking,2020-02-09,102.11
Ontario,Ottawa,,walking,2020-01-22,102.1
Quebec,Montreal,Montr̩al,transit,2020-02-04,102.06
Ontario,Toronto,,transit,2020-02-19,102.06
Quebec,Montreal,Montr̩al,walking,2020-02-10,102.05
Nova Scotia,Nova Scotia,,driving,2020-01-28,102.03
Ontario,Ottawa,,transit,2020-03-05,102.01
Ontario,Ottawa,,transit,2020-01-17,101.97
Alberta,Calgary,,driving,2020-01-14,101.94
Alberta,Alberta,,driving,2020-03-01,101.94
Alberta,Alberta,,driving,2020-03-13,101.91
Ontario,Toronto,,driving,2020-01-29,101.89
Alberta,Calgary,,walking,2020-03-13,101.87
Alberta,Edmonton,,driving,2020-03-09,101.84
Ontario,Ontario,,driving,2020-01-21,101.84
Quebec,Quebec,Qu̩bec,driving,2020-03-10,101.84
British Columbia,Vancouver,,transit,2020-02-08,101.81
Yukon Territory,Yukon Territory,,driving,2020-03-08,101.81
Ontario,Toronto,,driving,2020-01-21,101.79
Ontario,Ontario,,driving,2020-03-09,101.75
British Columbia,British Columbia,,driving,2020-01-28,101.72
Yukon Territory,Yukon Territory,,driving,2020-02-10,101.72
Alberta,Edmonton,,transit,2020-03-09,101.69
Alberta,Alberta,,driving,2020-02-23,101.69
Quebec,Quebec,Qu̩bec,driving,2020-02-05,101.66
Ontario,Ottawa,,driving,2020-02-11,101.65
Saskatchewan,Saskatchewan,,driving,2020-01-15,101.63
Quebec,Montreal,Montr̩al,driving,2020-02-26,101.59
Ontario,Ottawa,,walking,2020-01-27,101.59
Manitoba,Manitoba,,driving,2020-02-10,101.58
Ontario,Ottawa,,walking,2020-02-06,101.56
Yukon Territory,Yukon Territory,,driving,2020-02-13,101.54
Ontario,Toronto,,driving,2020-01-20,101.53
Quebec,Quebec,Qu̩bec,driving,2020-01-14,101.53
Quebec,Montreal,Montr̩al,walking,2020-03-08,101.52
Quebec,Quebec,Qu̩bec,driving,2020-01-29,101.51
Alberta,Edmonton,,driving,2020-02-24,101.5
Quebec,Montreal,Montr̩al,transit,2020-02-26,101.46
Quebec,Montreal,Montr̩al,walking,2020-02-27,101.46
Ontario,Toronto,,transit,2020-02-28,101.46
Saskatchewan,Saskatchewan,,driving,2020-01-14,101.46
Quebec,Montreal,Montr̩al,transit,2020-01-25,101.45
Quebec,Montreal,Montr̩al,transit,2020-01-27,101.45
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-03,101.45
Alberta,Calgary,,driving,2020-02-11,101.44
Quebec,Montreal,Montr̩al,transit,2020-03-10,101.42
Ontario,Ontario,,driving,2020-02-24,101.42
Ontario,Ontario,,driving,2020-03-13,101.36
Ontario,Toronto,,driving,2020-02-27,101.35
Prince Edward Island,Prince Edward Island,,driving,2020-02-06,101.33
Ontario,Toronto,,walking,2020-01-18,101.32
Quebec,Montreal,Montr̩al,transit,2020-02-25,101.31
Ontario,Ontario,,driving,2020-03-11,101.3
Ontario,Ottawa,,walking,2020-01-20,101.27
Ontario,Toronto,,transit,2020-02-07,101.27
Ontario,Ontario,,driving,2020-02-16,101.27
Ontario,Ottawa,,walking,2020-02-03,101.26
Ontario,Toronto,,transit,2020-03-06,101.25
Quebec,Montreal,Montr̩al,driving,2020-02-05,101.23
Ontario,Ottawa,,driving,2020-02-06,101.21
British Columbia,Vancouver,,driving,2020-01-14,101.21
Quebec,Montreal,Montr̩al,transit,2020-02-17,101.2
New Brunswick,New Brunswick,,driving,2020-02-03,101.2
Alberta,Edmonton,,transit,2020-01-14,101.15
Ontario,Ottawa,,transit,2020-01-16,101.13
Ontario,Ottawa,,transit,2020-01-22,101.13
Quebec,Montreal,Montr̩al,transit,2020-01-29,101.12
Ontario,Toronto,,transit,2020-03-04,101.12
Ontario,Ontario,,driving,2020-02-27,101.12
Quebec,Montreal,Montr̩al,driving,2020-03-12,101.11
Quebec,Montreal,Montr̩al,transit,2020-01-18,101.08
Quebec,Montreal,Montr̩al,transit,2020-03-09,101.05
British Columbia,British Columbia,,driving,2020-03-12,101.05
Quebec,Montreal,Montr̩al,driving,2020-01-14,101.01
Quebec,Montreal,Montr̩al,driving,2020-03-02,101
Nova Scotia,Nova Scotia,,driving,2020-02-04,101
Alberta,Edmonton,,transit,2020-03-11,100.98
Alberta,Edmonton,,walking,2020-02-02,100.98
Alberta,Calgary,,transit,2020-03-09,100.97
Quebec,Montreal,Montr̩al,driving,2020-02-07,100.95
Ontario,Toronto,,walking,2020-02-05,100.94
Ontario,Toronto,,walking,2020-03-11,100.89
Saskatchewan,Saskatchewan,,driving,2020-03-08,100.89
British Columbia,Vancouver,,transit,2020-02-28,100.88
Quebec,Montreal,Montr̩al,transit,2020-01-14,100.85
Manitoba,Manitoba,,driving,2020-02-03,100.84
Ontario,Ontario,,driving,2020-02-06,100.82
Prince Edward Island,Prince Edward Island,,driving,2020-03-08,100.8
Alberta,Calgary,,driving,2020-01-20,100.75
British Columbia,British Columbia,,driving,2020-01-14,100.71
Alberta,Edmonton,,walking,2020-03-08,100.7
Quebec,Montreal,Montr̩al,walking,2020-01-21,100.68
Quebec,Montreal,Montr̩al,driving,2020-01-29,100.67
Nova Scotia,Nova Scotia,,driving,2020-02-10,100.67
Yukon Territory,Yukon Territory,,driving,2020-01-28,100.63
Nova Scotia,Nova Scotia,,driving,2020-02-09,100.6
Ontario,Toronto,,transit,2020-01-15,100.57
Ontario,Ontario,,driving,2020-01-20,100.56
Alberta,Calgary,,driving,2020-01-15,100.5
Ontario,Toronto,,transit,2020-01-30,100.49
Quebec,Montreal,Montr̩al,driving,2020-01-21,100.45
British Columbia,Vancouver,,driving,2020-03-02,100.43
Alberta,Calgary,,walking,2020-02-02,100.42
Ontario,Toronto,,driving,2020-03-09,100.41
Ontario,Ottawa,,transit,2020-01-30,100.4
Quebec,Quebec,Qu̩bec,driving,2020-02-16,100.4
Quebec,Montreal,Montr̩al,driving,2020-01-18,100.38
Ontario,Ottawa,,driving,2020-01-21,100.35
Ontario,Ontario,,driving,2020-01-28,100.35
Quebec,Montreal,Montr̩al,transit,2020-03-07,100.34
Ontario,Ontario,,driving,2020-02-04,100.32
Ontario,Toronto,,driving,2020-02-24,100.31
Saskatchewan,Saskatchewan,,driving,2020-02-02,100.31
British Columbia,British Columbia,,driving,2020-03-01,100.3
Alberta,Calgary,,driving,2020-02-05,100.27
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-16,100.24
British Columbia,Vancouver,,driving,2020-02-05,100.22
Manitoba,Manitoba,,driving,2020-01-27,100.22
Quebec,Quebec,Qu̩bec,driving,2020-02-24,100.2
Ontario,Ottawa,,transit,2020-03-06,100.09
Alberta,Edmonton,,transit,2020-01-15,100.08
Alberta,Edmonton,,driving,2020-02-03,100.05
Ontario,Ottawa,,walking,2020-01-21,100.04
Ontario,Ottawa,,transit,2020-01-21,100.01
Alberta,Calgary,,driving,2020-01-13,100
Alberta,Calgary,,transit,2020-01-13,100
Alberta,Calgary,,walking,2020-01-13,100
Alberta,Edmonton,,driving,2020-01-13,100
Alberta,Edmonton,,transit,2020-01-13,100
Alberta,Edmonton,,walking,2020-01-13,100
Quebec,Montreal,Montr̩al,driving,2020-01-13,100
Quebec,Montreal,Montr̩al,transit,2020-01-13,100
Quebec,Montreal,Montr̩al,walking,2020-01-13,100
Ontario,Ottawa,,driving,2020-01-13,100
Ontario,Ottawa,,transit,2020-01-13,100
Ontario,Ottawa,,walking,2020-01-13,100
Ontario,Toronto,,driving,2020-01-13,100
Ontario,Toronto,,transit,2020-01-13,100
Ontario,Toronto,,walking,2020-01-13,100
British Columbia,Vancouver,,driving,2020-01-13,100
British Columbia,Vancouver,,transit,2020-01-13,100
British Columbia,Vancouver,,transit,2020-02-07,100
British Columbia,Vancouver,,walking,2020-01-13,100
Alberta,Alberta,,driving,2020-01-13,100
British Columbia,British Columbia,,driving,2020-01-13,100
Manitoba,Manitoba,,driving,2020-01-13,100
New Brunswick,New Brunswick,,driving,2020-01-13,100
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-13,100
Nova Scotia,Nova Scotia,,driving,2020-01-13,100
Ontario,Ontario,,driving,2020-01-13,100
Prince Edward Island,Prince Edward Island,,driving,2020-01-13,100
Quebec,Quebec,Qu̩bec,driving,2020-01-13,100
Saskatchewan,Saskatchewan,,driving,2020-01-13,100
Yukon Territory,Yukon Territory,,driving,2020-01-13,100
Nova Scotia,Nova Scotia,,driving,2020-03-01,99.99
Quebec,Quebec,Qu̩bec,driving,2020-01-28,99.99
Ontario,Toronto,,walking,2020-02-03,99.94
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-27,99.93
Saskatchewan,Saskatchewan,,driving,2020-02-17,99.87
Manitoba,Manitoba,,driving,2020-03-01,99.84
Prince Edward Island,Prince Edward Island,,driving,2020-02-24,99.84
Prince Edward Island,Prince Edward Island,,driving,2020-01-28,99.82
Yukon Territory,Yukon Territory,,driving,2020-03-13,99.82
Alberta,Calgary,,transit,2020-02-22,99.8
Ontario,Ottawa,,driving,2020-01-25,99.75
Quebec,Quebec,Qu̩bec,driving,2020-01-21,99.73
British Columbia,British Columbia,,driving,2020-02-17,99.72
Ontario,Ontario,,driving,2020-02-23,99.66
Ontario,Toronto,,driving,2020-02-04,99.63
Prince Edward Island,Prince Edward Island,,driving,2020-02-03,99.63
British Columbia,British Columbia,,driving,2020-01-27,99.62
Ontario,Ottawa,,driving,2020-03-02,99.58
Ontario,Ottawa,,driving,2020-02-05,99.54
Ontario,Toronto,,driving,2020-02-06,99.53
Quebec,Montreal,Montr̩al,driving,2020-01-20,99.49
Ontario,Ontario,,driving,2020-02-10,99.48
Alberta,Edmonton,,driving,2020-02-16,99.46
Ontario,Ottawa,,driving,2020-02-24,99.44
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-14,99.44
British Columbia,Vancouver,,walking,2020-02-04,99.42
Ontario,Toronto,,transit,2020-01-16,99.41
Quebec,Montreal,Montr̩al,walking,2020-03-13,99.4
Ontario,Toronto,,driving,2020-01-28,99.4
Ontario,Ottawa,,driving,2020-03-10,99.37
Ontario,Toronto,,walking,2020-01-21,99.36
British Columbia,Vancouver,,driving,2020-01-29,99.32
Prince Edward Island,Prince Edward Island,,driving,2020-01-20,99.3
Ontario,Toronto,,transit,2020-03-03,99.29
Yukon Territory,Yukon Territory,,driving,2020-03-17,99.27
Ontario,Ottawa,,transit,2020-01-23,99.26
Quebec,Montreal,Montr̩al,driving,2020-02-27,99.23
British Columbia,Vancouver,,driving,2020-03-11,99.21
British Columbia,Vancouver,,transit,2020-02-22,99.21
Ontario,Ottawa,,walking,2020-02-18,99.17
Quebec,Quebec,Qu̩bec,driving,2020-01-20,99.15
Quebec,Montreal,Montr̩al,transit,2020-03-11,99.13
Ontario,Ottawa,,walking,2020-03-12,99.13
Ontario,Toronto,,walking,2020-02-10,99.13
British Columbia,Vancouver,,driving,2020-02-10,99.1
Ontario,Ottawa,,transit,2020-01-28,99.02
British Columbia,Vancouver,,driving,2020-02-16,98.97
British Columbia,Vancouver,,transit,2020-02-15,98.97
Nova Scotia,Nova Scotia,,driving,2020-03-09,98.97
Ontario,Toronto,,driving,2020-03-11,98.95
Ontario,Ottawa,,walking,2020-03-13,98.92
Quebec,Montreal,Montr̩al,walking,2020-03-14,98.89
Ontario,Ottawa,,driving,2020-02-04,98.79
Ontario,Toronto,,transit,2020-01-21,98.78
Quebec,Quebec,Qu̩bec,driving,2020-03-09,98.76
Ontario,Ottawa,,transit,2020-02-28,98.73
Yukon Territory,Yukon Territory,,driving,2020-02-20,98.73
Nova Scotia,Nova Scotia,,driving,2020-02-27,98.72
Ontario,Ottawa,,walking,2020-02-26,98.7
Quebec,Montreal,Montr̩al,transit,2020-02-03,98.69
British Columbia,Vancouver,,driving,2020-01-28,98.68
Ontario,Ottawa,,transit,2020-03-04,98.67
Yukon Territory,Yukon Territory,,driving,2020-01-22,98.64
Ontario,Ontario,,driving,2020-03-12,98.61
Alberta,Calgary,,driving,2020-03-11,98.59
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-11,98.59
Ontario,Toronto,,driving,2020-02-10,98.57
Quebec,Montreal,Montr̩al,walking,2020-03-01,98.56
Quebec,Montreal,Montr̩al,driving,2020-01-28,98.5
British Columbia,Vancouver,,driving,2020-02-24,98.5
Alberta,Calgary,,transit,2020-02-29,98.49
British Columbia,British Columbia,,driving,2020-02-03,98.45
Saskatchewan,Saskatchewan,,driving,2020-01-19,98.42
Nova Scotia,Nova Scotia,,driving,2020-01-20,98.38
British Columbia,Vancouver,,transit,2020-02-19,98.09
Quebec,Montreal,Montr̩al,driving,2020-02-24,98.02
Yukon Territory,Yukon Territory,,driving,2020-02-25,98.01
Quebec,Montreal,Montr̩al,transit,2020-02-24,97.94
British Columbia,Vancouver,,driving,2020-01-18,97.94
Quebec,Quebec,Qu̩bec,driving,2020-02-04,97.93
Alberta,Calgary,,driving,2020-03-10,97.91
Yukon Territory,Yukon Territory,,driving,2020-01-24,97.91
New Brunswick,New Brunswick,,driving,2020-02-06,97.86
Alberta,Calgary,,walking,2020-02-09,97.82
Saskatchewan,Saskatchewan,,driving,2020-03-14,97.78
Ontario,Ottawa,,walking,2020-03-08,97.77
Alberta,Calgary,,transit,2020-01-17,97.68
Alberta,Calgary,,transit,2020-01-14,97.6
Alberta,Calgary,,driving,2020-02-24,97.58
Quebec,Montreal,Montr̩al,driving,2020-03-09,97.58
British Columbia,British Columbia,,driving,2020-02-23,97.57
British Columbia,British Columbia,,driving,2020-03-08,97.54
Alberta,Calgary,,driving,2020-02-10,97.51
Ontario,Ottawa,,driving,2020-01-20,97.49
Yukon Territory,Yukon Territory,,driving,2020-01-21,97.46
British Columbia,Vancouver,,driving,2020-03-10,97.44
Alberta,Calgary,,driving,2020-03-02,97.43
Quebec,Montreal,Montr̩al,walking,2020-02-23,97.43
Ontario,Toronto,,transit,2020-02-25,97.42
Ontario,Toronto,,transit,2020-02-04,97.41
Ontario,Toronto,,transit,2020-01-28,97.32
Ontario,Ottawa,,transit,2020-01-29,97.29
Quebec,Montreal,Montr̩al,driving,2020-02-04,97.22
British Columbia,British Columbia,,driving,2020-02-09,97.19
British Columbia,Vancouver,,driving,2020-03-09,97.18
Ontario,Ottawa,,driving,2020-03-11,97.01
Alberta,Calgary,,transit,2020-02-15,97
Quebec,Quebec,Qu̩bec,driving,2020-03-01,96.95
Nova Scotia,Nova Scotia,,driving,2020-01-27,96.93
British Columbia,Vancouver,,driving,2020-01-27,96.92
Prince Edward Island,Prince Edward Island,,driving,2020-01-27,96.88
British Columbia,Vancouver,,transit,2020-01-16,96.86
Alberta,Alberta,,driving,2020-02-09,96.83
Yukon Territory,Yukon Territory,,driving,2020-02-12,96.83
New Brunswick,New Brunswick,,driving,2020-02-10,96.82
Ontario,Ontario,,driving,2020-02-26,96.75
British Columbia,Vancouver,,transit,2020-02-18,96.72
Ontario,Toronto,,transit,2020-01-29,96.71
British Columbia,Vancouver,,transit,2020-02-20,96.7
Quebec,Quebec,Qu̩bec,driving,2020-02-27,96.57
Ontario,Toronto,,transit,2020-01-20,96.55
Ontario,Toronto,,transit,2020-02-12,96.55
British Columbia,Vancouver,,transit,2020-01-18,96.55
Manitoba,Manitoba,,driving,2020-02-23,96.52
Ontario,Ottawa,,transit,2020-02-21,96.5
Ontario,Toronto,,transit,2020-03-02,96.47
Ontario,Ottawa,,driving,2020-01-18,96.45
British Columbia,Vancouver,,transit,2020-02-01,96.45
Alberta,Edmonton,,transit,2020-03-12,96.43
Prince Edward Island,Prince Edward Island,,driving,2020-02-12,96.41
Ontario,Toronto,,transit,2020-02-24,96.38
Ontario,Toronto,,transit,2020-02-11,96.37
Alberta,Calgary,,driving,2020-01-27,96.35
Alberta,Calgary,,transit,2020-01-16,96.35
Alberta,Edmonton,,driving,2020-03-01,96.32
Ontario,Toronto,,driving,2020-03-12,96.3
Ontario,Ottawa,,driving,2020-02-26,96.26
Ontario,Ontario,,driving,2020-02-03,96.26
Ontario,Toronto,,walking,2020-03-12,96.24
Yukon Territory,Yukon Territory,,driving,2020-01-14,96.19
Yukon Territory,Yukon Territory,,driving,2020-03-14,96.19
Alberta,Calgary,,walking,2020-01-19,96.13
Quebec,Quebec,Qu̩bec,driving,2020-01-27,96.09
Quebec,Montreal,Montr̩al,walking,2020-02-03,96.08
Alberta,Calgary,,driving,2020-02-03,96.04
Prince Edward Island,Prince Edward Island,,driving,2020-03-09,96.04
Ontario,Toronto,,transit,2020-02-29,96
Ontario,Ottawa,,driving,2020-03-13,95.95
Alberta,Alberta,,driving,2020-01-26,95.91
Ontario,Toronto,,driving,2020-02-03,95.9
Ontario,Ottawa,,transit,2020-01-27,95.86
Ontario,Toronto,,walking,2020-03-01,95.86
Ontario,Ottawa,,transit,2020-01-20,95.82
Ontario,Ottawa,,driving,2020-03-09,95.8
Ontario,Toronto,,transit,2020-03-09,95.76
British Columbia,Vancouver,,transit,2020-03-07,95.74
British Columbia,Vancouver,,driving,2020-03-13,95.67
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-19,95.67
Alberta,Calgary,,transit,2020-02-01,95.66
Quebec,Montreal,Montr̩al,driving,2020-01-27,95.66
British Columbia,Vancouver,,transit,2020-01-25,95.56
Yukon Territory,Yukon Territory,,driving,2020-02-11,95.56
Ontario,Toronto,,driving,2020-02-26,95.55
Ontario,Toronto,,driving,2020-03-13,95.52
Ontario,Ontario,,driving,2020-03-08,95.5
Alberta,Calgary,,transit,2020-01-25,95.42
British Columbia,Vancouver,,transit,2020-01-20,95.33
Prince Edward Island,Prince Edward Island,,driving,2020-01-16,95.3
Alberta,Alberta,,driving,2020-02-17,95.23
Manitoba,Manitoba,,driving,2020-03-08,95.14
Ontario,Ottawa,,walking,2020-02-23,95.12
Manitoba,Manitoba,,driving,2020-03-14,95.05
New Brunswick,New Brunswick,,driving,2020-03-16,95.02
Yukon Territory,Yukon Territory,,driving,2020-02-24,95.01
Ontario,Ontario,,driving,2020-01-27,94.99
Ontario,Ottawa,,driving,2020-01-27,94.92
Yukon Territory,Yukon Territory,,driving,2020-01-29,94.92
Alberta,Alberta,,driving,2020-02-02,94.9
Ontario,Toronto,,transit,2020-02-03,94.87
Ontario,Toronto,,transit,2020-03-07,94.85
Yukon Territory,Yukon Territory,,driving,2020-01-23,94.83
Yukon Territory,Yukon Territory,,driving,2020-01-27,94.83
British Columbia,Vancouver,,transit,2020-01-23,94.77
Yukon Territory,Yukon Territory,,driving,2020-03-16,94.65
Ontario,Ottawa,,transit,2020-02-04,94.63
Ontario,Ottawa,,transit,2020-02-11,94.61
Yukon Territory,Yukon Territory,,driving,2020-03-21,94.56
Prince Edward Island,Prince Edward Island,,driving,2020-02-27,94.44
British Columbia,Vancouver,,driving,2020-03-12,94.38
Ontario,Toronto,,walking,2020-02-06,94.36
Ontario,Toronto,,driving,2020-02-23,94.34
Ontario,Toronto,,transit,2020-02-10,94.28
Prince Edward Island,Prince Edward Island,,driving,2020-02-05,94.28
Ontario,Toronto,,walking,2020-01-20,94.25
Ontario,Toronto,,walking,2020-01-27,94.25
British Columbia,Vancouver,,driving,2020-02-03,94.2
Manitoba,Manitoba,,driving,2020-02-09,94.19
Ontario,Ottawa,,walking,2020-02-17,94.15
Ontario,Toronto,,transit,2020-02-05,94.07
Ontario,Toronto,,driving,2020-01-27,94.06
Ontario,Ottawa,,transit,2020-03-03,94
British Columbia,Vancouver,,transit,2020-01-21,94
Quebec,Montreal,Montr̩al,walking,2020-01-20,93.97
Ontario,Toronto,,walking,2020-02-27,93.96
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-23,93.95
Ontario,Toronto,,transit,2020-02-01,93.93
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-03-07,93.88
Quebec,Quebec,Qu̩bec,driving,2020-02-23,93.88
Nova Scotia,Nova Scotia,,driving,2020-02-03,93.84
Yukon Territory,Yukon Territory,,driving,2020-01-26,93.83
British Columbia,Vancouver,,transit,2020-01-14,93.81
Quebec,Quebec,Qu̩bec,driving,2020-03-13,93.79
British Columbia,Vancouver,,transit,2020-01-22,93.68
Ontario,Toronto,,transit,2020-01-27,93.65
Alberta,Calgary,,driving,2020-03-09,93.64
Manitoba,Manitoba,,driving,2020-02-02,93.63
Ontario,Toronto,,transit,2020-02-06,93.59
Prince Edward Island,Prince Edward Island,,driving,2020-02-23,93.58
Nova Scotia,Nova Scotia,,driving,2020-02-07,93.57
Ontario,Ottawa,,driving,2020-03-12,93.51
Ontario,Toronto,,driving,2020-02-16,93.46
British Columbia,Vancouver,,transit,2020-01-31,93.45
Alberta,Alberta,,driving,2020-03-08,93.44
Ontario,Ottawa,,transit,2020-02-13,93.38
Yukon Territory,Yukon Territory,,driving,2020-01-15,93.38
Ontario,Ottawa,,walking,2020-01-18,93.37
British Columbia,British Columbia,,driving,2020-03-14,93.3
Nova Scotia,Nova Scotia,,driving,2020-01-16,93.3
Quebec,Quebec,Qu̩bec,driving,2020-02-03,93.29
Alberta,Edmonton,,transit,2020-02-29,93.23
Ontario,Ontario,,driving,2020-03-01,93.15
Alberta,Calgary,,driving,2020-03-12,93.08
Alberta,Alberta,,driving,2020-01-19,93.03
Ontario,Toronto,,walking,2020-03-13,93.02
Nova Scotia,Nova Scotia,,driving,2020-02-17,92.99
Ontario,Ottawa,,transit,2020-02-12,92.98
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-02-09,92.98
Prince Edward Island,Prince Edward Island,,driving,2020-03-10,92.98
Ontario,Ottawa,,transit,2020-03-02,92.95
Nova Scotia,Nova Scotia,,driving,2020-02-06,92.84
Yukon Territory,Yukon Territory,,driving,2020-01-30,92.84
Ontario,Ottawa,,transit,2020-02-06,92.75
Nova Scotia,Nova Scotia,,driving,2020-02-12,92.75
New Brunswick,New Brunswick,,driving,2020-03-10,92.57
Ontario,Ottawa,,driving,2020-02-03,92.52
British Columbia,British Columbia,,driving,2020-01-26,92.42
New Brunswick,New Brunswick,,driving,2020-01-26,92.29
Quebec,Montreal,Montr̩al,transit,2020-02-16,92.21
Alberta,Calgary,,transit,2020-02-08,92.12
British Columbia,Vancouver,,transit,2020-02-13,92.11
Alberta,Calgary,,transit,2020-01-15,92.02
British Columbia,British Columbia,,driving,2020-02-04,91.94
Alberta,Edmonton,,walking,2020-03-16,91.93
Ontario,Toronto,,transit,2020-02-27,91.91
Quebec,Quebec,Qu̩bec,driving,2020-03-08,91.91
Quebec,Montreal,Montr̩al,driving,2020-02-03,91.84
Yukon Territory,Yukon Territory,,driving,2020-01-19,91.84
Prince Edward Island,Prince Edward Island,,driving,2020-02-10,91.79
Ontario,Ottawa,,transit,2020-02-05,91.7
Quebec,Quebec,Qu̩bec,driving,2020-02-02,91.69
British Columbia,Vancouver,,transit,2020-03-04,91.62
Ontario,Ottawa,,transit,2020-02-03,91.54
Ontario,Toronto,,transit,2020-02-08,91.5
Ontario,Toronto,,transit,2020-02-15,91.48
Quebec,Montreal,Montr̩al,walking,2020-02-02,91.4
Ontario,Ottawa,,transit,2020-02-20,91.39
Yukon Territory,Yukon Territory,,driving,2020-04-16,91.39
Alberta,Edmonton,,driving,2020-02-23,91.36
Alberta,Edmonton,,walking,2020-01-19,91.34
Ontario,Ottawa,,walking,2020-02-02,91.3
Ontario,Ottawa,,walking,2020-02-27,91.3
Yukon Territory,Yukon Territory,,driving,2020-03-15,91.3
Alberta,Calgary,,walking,2020-02-17,91.18
Ontario,Ottawa,,walking,2020-03-14,91.17
Ontario,Toronto,,transit,2020-03-10,91.15
Ontario,Toronto,,transit,2020-02-26,91.14
Yukon Territory,Yukon Territory,,driving,2020-01-16,91.12
British Columbia,Vancouver,,walking,2020-01-15,91.04
British Columbia,Vancouver,,driving,2020-03-01,91.03
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-24,90.99
Ontario,Ottawa,,transit,2020-03-09,90.95
Newfoundland and Labrador,Newfoundland and Labrador,,driving,2020-01-26,90.95
Ontario,Ontario,,driving,2020-01-18,90.91
Ontario,Ottawa,,transit,2020-03-10,90.81
Ontario,Ottawa,,transit,2020-03-07,90.8
Ontario,Toronto,,transit,2020-01-25,90.8
Ontario,Toronto,,walking,2020-02-26,90.75
Nova Scotia,Nova Scotia,,driving,2020-01-26,90.64
Alberta,Calgary,,driving,2020-02-16,90.53
Ontario,Ottawa,,transit,2020-02-10,90.44
Quebec,Montreal,Montr̩al,driving,2020-03-13,90.32
Yukon Territory,Yukon Territory,,driving,2020-02-03,90.21
Ontario,Ottawa,,driving,2020-02-23,90.14
Alberta,Calgary,,transit,2020-03-07,90.08
Nova Scotia,Nova Scotia,,driving,2020-02-13,90.07
British Columbia,Vancouver,,driving,2020-02-09,90.05
Manitoba,Manitoba,,driving,2020-01-26,90.02
Quebec,Montreal,Montr̩al,transit,2020-03-12,89.87
British Columbia,Vancouver,,driving,2020-02-23,89.83
Yukon Territory,Yukon Territory,,driving,2020-02-05,89.76
Alberta,Edmonton,,walking,2020-04-16,89.72
Alberta,Calgary,,driving,2020-03-13,89.7
British Columbia,Vancouver,,driving,2020-03-08,89.67
Ontario,Toronto,,transit,2020-03-11,89.65
British Columbia,British Columbia,,driving,2020-01-16,89.64
Ontario,Toronto,,driving,2020-03-08,89.61
Manitoba,Manitoba,,driving,2020-01-19,89.53
New Brunswick,New Brunswick,,driving,2020-03-15,89.43
Quebec,Montreal,Montr̩al,driving,2020-02-16,89.36
Manitoba,Manitoba,,driving,2020-02-17,89.34
Ontario,Ontario,,driving,2020-02-09,89.24
Alberta,Calgary,,transit,2020-03-12,89.22
Ontario,Ottawa,,transit,2020-02-29,89.2
Ontario,Ottawa,,transit,2020-01-25,89.15
Ontario,Ottawa,,walking,2020-03-01,89.15
British Columbia,Vancouver,,transit,2020-02-16,89.15
Ontario,Ottawa,,transit,2020-02-14,89.08
Quebec,Quebec,Qu̩bec,driving,2020-02-09,89.04
Ontario,Ottawa,,transit,2020-02-24,88.99
British Columbia,Vancouver,,transit,2020-02-06,88.88
British Columbia,British Columbia,,driving,2020-02-02,88.82
Ontario,Ottawa,,transit,2020-02-25,88.81
Yukon Territory,Yukon Territory,,driving,2020-03-18,88.76
Alberta,Edmonton,,driving,2020-02-02,88.71
British Columbia,Vancouver,,transit,2020-02-27,88.43
Yukon Territory,Yukon Territory,,driving,2020-02-27,88.4
Alberta,Calgary,,walking,2020-04-09,88.37
Yukon Territory,Yukon Territory,,driving,2020-03-19,88.3
Quebec,Montreal,Montr̩al,transit,2020-03-01,88.28
Quebec,Montreal,Montr̩al,walking,2020-02-09,88.24
British Columbia,Vancouver,,driving,2020-02-17,88.19
Alberta,Edmonton,,driving,2020-01-26,88.11
Yukon Territory,Yukon Territory,,driving,2020-02-02,88.03
Alberta,Calgary,,walking,2020-03-14,88.01
Ontario,Ottawa,,transit,2020-02-01,88.01
Alberta,Edmonton,,driving,2020-02-09,87.91
Nova Scotia,Nova Scotia,,driving,2020-03-15,87.85
British Columbia,Vancouver,,transit,2020-02-12,87.71
Alberta,Calgary,,driving,2020-02-23,87.66
British Columbia,Vancouver,,transit,2020-02-17,87.66
British Columbia,Vancouver,,transit,2020-02-11,87.62
Ontario,Ontario,,driving,2020-02-17,87.58
Ontario,Ottawa,,transit,2020-02-27,87.56
